train_f1_score,test_f1_score,train_accuracy,test_accuracy,train_recall,test_recall,train_precision,test_precision,train_roc,test_roc,accuracy_BM,method,feature,type
0.9181191730847182,0.8825739783936121,0.9064598286640426,0.8649378714208535,0.9290401968826907,0.8981835564053537,0.9074519230769231,0.8674976915974146,0.9031165896694157,0.8599613434200682,0.5650999459751486,rf,all,tss
