source,target,source_prin_graph_dim_1,source_prin_graph_dim_2,target_prin_graph_dim_1,target_prin_graph_dim_2
Y_69,Y_85,2.38956630392114,1.92736490455897,2.2016821884151,1.94988239530523
Y_69,Y_93,2.38956630392114,1.92736490455897,2.57555236166416,1.90026118172801
Y_70,Y_87,7.53360531699128,-0.668254059871428,7.42315294361373,-0.553283377337413
Y_71,Y_132,-7.20848048841447,0.586752883741926,-7.00804436667428,0.644004398725914
Y_72,Y_112,5.40784140182962,0.854356919943799,5.24787981745279,0.919556721438383
Y_73,Y_78,-8.5845674030461,0.164007974880856,-8.39088318109571,0.226375883731358
Y_73,Y_86,-8.5845674030461,0.164007974880856,-8.7774831720002,0.101436022655543
Y_74,Y_81,6.56019364408785,0.17750842646344,6.42579493961048,0.272087468603195
Y_74,Y_107,6.56019364408785,0.17750842646344,6.69251343411389,0.0812079018196165
Y_75,Y_85,2.01210832847346,1.96695972231553,2.2016821884151,1.94988239530523
Y_75,Y_105,2.01210832847346,1.96695972231553,1.82085181035813,1.97833339054392
Y_78,Y_110,-8.39088318109571,0.226375883731358,-8.1965804921315,0.289749582182124
Y_80,Y_87,7.31064832861587,-0.439645905888444,7.42315294361373,-0.553283377337413
Y_81,Y_113,6.42579493961048,0.272087468603195,6.28926563285411,0.364665803389008
Y_83,Y_117,8.58682188444714,-2.00904877559757,8.49983714621292,-1.88456860648318
Y_88,Y_107,6.82268281312419,-0.0168100101361699,6.69251343411389,0.0812079018196165
Y_92,Y_115,6.01076098232107,0.545579141679614,5.86693310107221,0.631116041976008
Y_93,Y_96,2.57555236166416,1.90026118172801,2.76012614697616,1.87010266550066
Y_94,Y_105,1.62850983054602,1.98543524263743,1.82085181035813,1.97833339054392
Y_94,Y_120,1.62850983054602,1.98543524263743,1.43498884189107,1.98751996179109
Y_95,Y_125,-0.329749280649635,1.8720020565258,-0.527857954642129,1.8465189481069
Y_99,Y_114,0.850838411224076,1.97416042256941,1.04593174715481,1.98067489759182
Y_101,Y_119,-9.35063175693599,-0.0906126975146049,-9.16078178362737,-0.0254848569795148
Y_102,Y_125,-0.726248154519284,1.82056059809421,-0.527857954642129,1.8465189481069
Y_104,Y_118,-1.32296625765851,1.73669007462106,-1.12375373935385,1.76578765320524
Y_110,Y_111,-8.1965804921315,0.289749582182124,-8.00133553779126,0.352097742942546
Y_112,Y_127,5.24787981745279,0.919556721438383,5.08678974143108,0.983718814276465
Y_115,Y_128,5.86693310107221,0.631116041976008,5.71755141389315,0.70991204703722
Y_121,Y_124,-10.796416091821,-0.700219550883898,-10.6243968012289,-0.614679557322275
Y_123,Y_124,-10.4497023824685,-0.531558206618533,-10.6243968012289,-0.614679557322275
Y_126,Y_129,-1.9226117697524,1.64262682463732,-1.72247983158665,1.67545509708013
